mobile_name,mobile_price,mobile_color,Sims,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight,Brand,5G_connectivity,VOLTE_connectivity,4G_connectivity,3G_connectivity,2G_connectivity,primary_cam,secondary_cam,tertiary_cam,quaternary_cam,Low_light_sensor,f_cam_primary,f_cam_secondary
Narzo 10A ,8999,White,2,6.52,HD+,Android 10,Octa Core,2.0,32,3,5000,75.0,164.4,8.95,195.0,Realme,No,Yes,No,Yes,Yes,12,2,2,0,No,5,0
Narzo 10A ,8999,Blue,2,6.52,HD+,Android 10,Octa Core,2.0,32,3,5000,75.0,164.4,8.95,195.0,Realme,No,Yes,No,Yes,Yes,12,2,2,0,No,5,0
Narzo 10A ,9999,Blue,2,6.52,HD+,Android 10,Octa Core,2.0,64,4,5000,75.0,164.4,8.95,195.0,Realme,No,Yes,No,Yes,Yes,12,2,2,0,No,5,0
Narzo 10A ,9999,White,2,6.52,HD+,Android 10,Octa Core,2.0,64,4,5000,75.0,164.4,8.95,195.0,Realme,No,Yes,No,Yes,Yes,12,2,2,0,No,5,0
Narzo 10 ,11999,Green,2,6.5,HD+,Android 10,Octa Core,2.0,128,4,5000,75.4,164.4,9.0,199.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
Narzo 10 ,11999,White,2,6.5,HD+,Android 10,Octa Core,2.0,128,4,5000,75.4,164.4,9.0,199.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5 Pro ,14999,Green,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,64,6,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5 Pro ,16999,Green,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,128,8,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5 Pro ,16999,Blue,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,128,8,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5 Pro ,13999,Blue,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,64,4,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
X2 Pro ,35999,White,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,256,12,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,35999,Blue,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,256,12,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,31999,Blue,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,128,8,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,31999,White,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,128,8,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
2 Pro ,15490,Black,2,6.3,FHD+,Android Oreo 8,Octa Core,1.95,128,8,3500,74.0,156.7,8.5,174.0,Realme,No,Yes,No,Yes,Yes,16,2,0,0,No,16,0
XT ,16999,Blue,2,6.4,FHD+,Android Pie 9,Octa Core,2.3,64,4,4000,75.16,158.7,8.55,183.0,Realme,No,No,Yes,Yes,Yes,64,8,2,2,No,16,0
XT ,16999,White,2,6.4,FHD+,Android Pie 9,Octa Core,2.3,64,4,4000,75.16,158.7,8.55,183.0,Realme,No,No,Yes,Yes,Yes,64,8,2,2,No,16,0
X50 Pro ,41999,Red,2,6.44,FHD+,Android 10,Octa Core,2.8,128,8,4200,74.24,158.96,9.65,207.0,Realme,Yes,Yes,No,Yes,Yes,64,12,8,2,No,32,8
X50 Pro ,41999,Green,2,6.44,FHD+,Android 10,Octa Core,2.8,128,8,4200,74.24,158.96,9.65,207.0,Realme,Yes,Yes,No,Yes,Yes,64,12,8,2,No,32,8
X50 Pro ,46999,Green,2,6.44,FHD+,Android 10,Octa Core,2.8,256,12,4200,74.24,158.96,9.65,207.0,Realme,Yes,Yes,No,Yes,Yes,64,12,8,2,No,32,8
C3 ,8999,Blue,2,6.52,HD+,Android 10,Octa Core,2.0,32,3,5000,75.0,164.4,8.95,195.0,Realme,No,Yes,No,Yes,Yes,12,2,0,0,No,5,0
6 ,16999,White,2,6.5,FHD+,Android 10,Octa Core,2.05,128,6,4300,74.8,162.1,9.6,191.0,Realme,No,Yes,No,Yes,Yes,64,8,2,2,No,16,0
6 Pro ,19999,Orange,2,6.6,FHD+,Android 10,Octa Core,2.3,128,8,4300,75.8,163.9,9.4,195.0,Realme,No,Yes,No,Yes,Yes,64,12,8,2,No,16,8
6 Pro ,19999,Blue,2,6.6,FHD+,Android 10,Octa Core,2.3,128,8,4300,75.8,163.9,9.4,195.0,Realme,No,Yes,No,Yes,Yes,64,12,8,2,No,16,8
C2 ,6999,Black,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,2,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
C2 ,6999,Blue,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,2,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
C2 ,7499,Black,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
C2 ,7499,Blue,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
C2 ,7499,Red,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
6 ,17999,Blue,2,6.5,FHD+,Android 10,Octa Core,2.05,128,8,4300,74.8,162.1,9.6,191.0,Realme,No,Yes,No,Yes,Yes,64,8,2,2,No,16,0
C2 ,7499,Violet,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
5 Pro ,13999,Green,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,64,4,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5s ,11999,Red,2,6.5,HD+,Android Pie 9,Octa Core,2.0,128,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,10999,Blue,2,6.5,HD+,Android Pie 9,Octa Core,2.0,64,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,11999,Purple,2,6.5,HD+,Android Pie 9,Octa Core,2.0,128,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,10999,Red,2,6.5,HD+,Android Pie 9,Octa Core,2.0,64,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,11999,Blue,2,6.5,HD+,Android Pie 9,Octa Core,2.0,128,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,10999,Purple,2,6.5,HD+,Android Pie 9,Octa Core,2.0,64,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
X2 Pro ,29999,Blue,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,64,6,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,29999,White,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,64,6,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,36999,Red,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,256,12,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
X2 Pro ,36999,Gray,2,6.5,FHD+,Android Pie 9,Octa Core,2.96,256,12,4000,75.7,161.0,8.7,199.0,Realme,No,Yes,No,Yes,Yes,64,13,8,2,No,16,0
6 ,17999,White,2,6.5,FHD+,Android 10,Octa Core,2.05,128,8,4300,74.8,162.1,9.6,191.0,Realme,No,Yes,No,Yes,Yes,64,8,2,2,No,16,0
C2 ,7499,Violet,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,73.7,154.3,8.5,166.0,Realme,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
5 Pro ,13999,Green,2,6.3,FHD+,Android Pie 9,Octa Core,2.3,64,4,4035,74.2,157.0,8.9,184.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
5s ,11999,Red,2,6.5,HD+,Android Pie 9,Octa Core,2.0,128,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,10999,Blue,2,6.5,HD+,Android Pie 9,Octa Core,2.0,64,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
5s ,11999,Purple,2,6.5,HD+,Android Pie 9,Octa Core,2.0,128,4,5000,75.6,164.4,9.3,198.0,Realme,No,Yes,No,Yes,Yes,48,8,2,2,No,13,0
